Chromosome	Start	Stop	Length	Strand	Gene Symbol	gene_biotype	gene_id	gene_name	gene_source	gene_version	r542	r543	r544	r545	r546	r547	r548	r549
13	18892260	18895231	2971	-	ENSG00000235500	processed_pseudogene	ENSG00000235500	SNX19P2	havana	2	1.03054	1.01157	1.03481	1.0197	1.00964	1.00892	1.00996	1
1	94927361	94963617	36256	+	ENSG00000235501	lncRNA	ENSG00000235501	CNN3-DT	havana	8	1.19021	1.12879	1.00642	1.00161	1.06163	1.05456	1.05957	1.07418
20	45640486	45641371	885	-	ENSG00000235508	processed_pseudogene	ENSG00000235508	RPS2P7	havana	3	1.6057	1.94871	1.82472	2.08842	2.35513	1.85764	1.38151	1.58678
22	41207592	41228501	20909	-	ENSG00000235513	lncRNA	ENSG00000235513	L3MBTL2-AS1	havana	2	1.03266	1.04295	1.01351	1.0192	1.02972	1.01201	1.01736	1.02254
2	105846534	105857178	10644	-	ENSG00000235522	lncRNA	ENSG00000235522	---	havana	6	1.0029	1.01652	1	1	1.01374	1.02404	1	1.00344
1	110177643	110178720	1077	-	ENSG00000235526	lncRNA	ENSG00000235526	---	havana	1	1.08425	1.25504	1.02401	1	1.0798	1.02325	1	1
1	113924000	113929496	5496	-	ENSG00000235527	lncRNA	ENSG00000235527	HIPK1-AS1	havana	7	1.12107	1.1062	1.03293	1.02663	1.04691	1.03189	1.04845	1.03262
17	21214322	21230036	15714	+	ENSG00000235530	lncRNA	ENSG00000235530	TMEM11-DT	havana	7	1.10394	1.08084	1.02633	1.0149	1.04922	1.0478	1.04142	1.09128
8	71828167	72118394	290227	+	ENSG00000235531	lncRNA	ENSG00000235531	MSC-AS1	havana	11	1.00031	1.00083	1.15645	1.12937	1.0002	1.00035	1	1.00049
1	62688482	62710695	22213	+	ENSG00000235545	lncRNA	ENSG00000235545	DOCK7-DT	havana	1	1.00272	1.00773	1.00233	1	1.00129	1.00225	1.00133	1.00484
17	20612667	20614009	1342	+	ENSG00000235546	processed_pseudogene	ENSG00000235546	---	havana	2	1	1.05117	1.01927	1.06543	1.06404	1.01866	1.06614	1.13359
18	6462144	6463031	887	-	ENSG00000235552	transcribed_processed_pseudogene	ENSG00000235552	RPL6P27	havana	6	30.0138	29.2081	36.0409	29.9168	41.9759	33.4305	29.5536	54.7586
17	16616848	16617882	1034	-	ENSG00000235554	processed_pseudogene	ENSG00000235554	SRSF6P2	havana	1	2.29703	2.39592	2.26693	2.04856	3.38786	2.93127	2.12623	2.07795
19	49275119	49275421	302	+	ENSG00000235555	processed_pseudogene	ENSG00000235555	SUMO1P4	havana	1	1.31987	1.11955	1	1	1.31223	1.36974	1.10429	1.12688
16	30534752	30537150	2398	+	ENSG00000235560	lncRNA	ENSG00000235560	ZNF747-DT	havana	4	1.67099	1.65436	1.23853	1.22125	1.28703	1.16033	1.1485	1.35376
22	42380407	42432404	51997	-	ENSG00000235568	protein_coding	ENSG00000235568	NFAM1	ensembl_havana	7	1.01163	1.00792	1.00199	1.00169	1.00771	1.00915	1	1
X	46439709	46440715	1006	-	ENSG00000235587	processed_pseudogene	ENSG00000235587	GAPDHP65	havana	2	88.2552	77.5847	121.967	130.725	55.9684	64.1321	46.8469	48.8357
20	58818918	58850904	31986	-	ENSG00000235590	lncRNA	ENSG00000235590	GNAS-AS1	havana	9	1	1	1	1	1.00154	1	1.00267	1.00673
21	14818843	15014431	195588	-	ENSG00000235609	lncRNA	ENSG00000235609	---	havana	7	1.05826	1.07022	1.01648	1.00973	1.18554	1.17659	1.00454	1.00495
1	77847110	77848803	1693	+	ENSG00000235613	processed_pseudogene	ENSG00000235613	NSRP1P1	havana	2	1.0536	1.12325	1.12218	1.01729	1.13537	1.04437	1.03495	1.06388
7	122701668	122702923	1255	-	ENSG00000235631	protein_coding	ENSG00000235631	RNF148	havana	2	1	1	1.10301	1.02332	1.06848	1.25936	1.04715	1.05715
X	47512602	47513484	882	-	ENSG00000235636	processed_pseudogene	ENSG00000235636	NUS1P1	ensembl_havana	1	20.1263	16.5562	28.4661	25.1989	26.2056	26.389	12.885	18.0486
9	91159573	91166273	6700	+	ENSG00000235641	lncRNA	ENSG00000235641	LINC00484	havana	5	1.01806	1.02562	1	1	1	1	1.01325	1.08028
2	135510546	135511944	1398	-	ENSG00000235651	processed_pseudogene	ENSG00000235651	G3BP1P1	havana	1	3.70774	3.84338	2.19474	2.73937	2.30155	2.29364	2.6145	2.68625
6	145799409	145887431	88022	+	ENSG00000235652	lncRNA	ENSG00000235652	EPM2A-DT	havana	11	1.02303	1.04934	1.026	1.02375	1.0359	1.03305	1.02679	1.042
2	174719908	174720319	411	+	ENSG00000235655	processed_pseudogene	ENSG00000235655	H3P6	havana	3	36.3662	28.5823	18.9038	21.8986	32.6939	38.182	13.215	12.5234
7	29199540	29208971	9431	-	ENSG00000235669	lncRNA	ENSG00000235669	CHN2-AS1	havana	1	1	1	1	1	1.03038	1.00531	1.00941	1.01521
1	235738005	235738990	985	+	ENSG00000235674	processed_pseudogene	ENSG00000235674	LDHAP2	havana	2	3.21626	3.1281	5.49379	5.66081	5.61285	4.71579	5.88126	10.2353
10	96560185	96560923	738	+	ENSG00000235677	processed_pseudogene	ENSG00000235677	NPM1P26	havana	1	1.73771	1.83744	2.20708	2.38873	3.17382	1.95935	1.89176	3.04075
20	12380056	12381256	1200	+	ENSG00000235698	processed_pseudogene	ENSG00000235698	PA2G4P2	havana	1	2.37195	2.60767	3.04157	2.82912	2.30593	1.95825	2.55884	2.05032
1	157128362	157128672	310	+	ENSG00000235700	processed_pseudogene	ENSG00000235700	CYCSP52	havana	1	1.48784	1.66455	1.50045	1	1	1.2423	1	1.46269
21	39171130	39172107	977	-	ENSG00000235701	processed_pseudogene	ENSG00000235701	PCBP2P1	havana	1	1.12383	1.14057	1.05293	1.20971	1.2639	1.30753	1	1.11011
X	149938613	150224581	285968	+	ENSG00000235703	lncRNA	ENSG00000235703	EOLA2-DT	havana	7	1.00122	1.0022	1.00043	1.00061	1.00106	1.00086	1.0001	1.00104
14	95157645	95181476	23831	+	ENSG00000235706	lncRNA	ENSG00000235706	DICER1-AS1	havana	9	1.02919	1.04178	1.0217	1.01965	1.03486	1.02837	1.00497	1.00301
15	79282722	79298240	15518	+	ENSG00000235711	protein_coding	ENSG00000235711	ANKRD34C	ensembl_havana	5	1.0039	1.00885	1.00167	1.01509	1	1	1.00572	1.00231
7	63893286	63894642	1356	+	ENSG00000235720	processed_pseudogene	ENSG00000235720	GABPAP	havana	1	3.0845	2.37146	2.06737	2.19395	4.41232	4.10636	2.3532	2.50285
2	161222785	161308390	85605	-	ENSG00000235724	lncRNA	ENSG00000235724	PSMD14-DT	havana	10	1.00777	1.02005	1.00513	1.00444	1.00167	1.00058	1.00346	1.00251
2	234803808	234913385	109577	-	ENSG00000235726	lncRNA	ENSG00000235726	---	havana	7	1.00414	1.00752	1.00118	1.0016	1	1	1.00054	1
6	143554325	143562032	7707	-	ENSG00000235740	lncRNA	ENSG00000235740	PHACTR2-AS1	havana	2	1.0157	1.00891	1	1	1.05204	1	1.01152	1.00931
1	197138748	197139308	560	-	ENSG00000235748	processed_pseudogene	ENSG00000235748	SEPTIN14P12	havana	1	2.24225	2.22625	1.55407	1.784	1.25578	1.71537	1.73963	2.02454
1	247639630	247761256	121626	+	ENSG00000235749	lncRNA	ENSG00000235749	---	havana	3	1	1	1.00446	1.00241	1	1	1	1
1	175156986	175193000	36014	-	ENSG00000235750	protein_coding	ENSG00000235750	KIAA0040	ensembl_havana	10	2.33871	2.11449	2.55438	2.3028	1.55126	1.56522	1.03532	1.04978
13	94757451	94759273	1822	-	ENSG00000235768	processed_pseudogene	ENSG00000235768	BRD7P5	havana	1	1.05008	1.03782	1	1.03224	1.01574	1.0551	1.03248	1
2	215611563	215848955	237392	-	ENSG00000235770	lncRNA	ENSG00000235770	LINC00607	havana	6	1	1	1.00011	1.00086	1.00386	1.00369	1	1.00015
22	19792294	19793095	801	+	ENSG00000235776	processed_pseudogene	ENSG00000235776	RPL7AP70	havana	2	1.03943	1.13675	1.13537	1.11224	1.076	1.06939	1.03757	1
1	97796921	97798067	1146	+	ENSG00000235777	lncRNA	ENSG00000235777	DPYD-AS2	havana	1	1.34311	1.32957	1.06769	1.15324	1.05	1.0437	1.20653	1.37549
6	30516266	30519218	2952	+	ENSG00000235781	lncRNA	ENSG00000235781	LINC02569	havana	1	1.02049	1.01163	1.04379	1	1	1	1.03007	1
13	93394977	93395856	879	-	ENSG00000235784	processed_pseudogene	ENSG00000235784	HNRNPA1P29	havana	2	1	1	1	1	1.03259	1.14242	1	1.16318
1	31644049	31660163	16114	+	ENSG00000235790	lncRNA	ENSG00000235790	PEF1-AS1	havana	7	1.00375	1	1.00321	1	1.00711	1.00311	1	1
1	100995473	100996261	788	+	ENSG00000235795	lncRNA	ENSG00000235795	---	havana	1	1.6909	1.43572	1.03281	1.26001	1.3272	1.44484	1.45053	1.45506
X	38770331	38799659	29328	+	ENSG00000235806	lncRNA	ENSG00000235806	---	havana	1	1.01134	1.01405	1	1	1.02051	1.02988	1.00101	1.00611
10	63427297	63427940	643	+	ENSG00000235816	processed_pseudogene	ENSG00000235816	PRELID1P3	havana	3	1	1.21359	1	1.04552	1.26732	1.03897	1.04644	1.11154
10	100373099	100454044	80945	+	ENSG00000235823	lncRNA	ENSG00000235823	OLMALINC	havana	5	1.02466	1.02206	1.04185	1.02893	1.04459	1.05568	1.00256	1.00576
3	4896806	4980415	83609	-	ENSG00000235831	lncRNA	ENSG00000235831	BHLHE40-AS1	havana	8	1.0123	1.00937	1.0034	1.00262	1.00891	1.00958	1.00106	1.00515
2	97523949	97524977	1028	-	ENSG00000235833	processed_pseudogene	ENSG00000235833	---	havana	1	1.05884	1.2338	1	1.02847	1.13934	1.19485	1.20145	1.87205
X	17528435	17587161	58726	+	ENSG00000235834	lncRNA	ENSG00000235834	---	havana	1	1.00155	1.00058	1.00044	1.0015	1.00244	1.00171	1	1.00061
3	195843986	195844597	611	+	ENSG00000235836	processed_pseudogene	ENSG00000235836	KIF3AP1	havana	1	1.89105	1.39336	1	1	1	1	1	1
7	16695871	16719899	24028	-	ENSG00000235837	lncRNA	ENSG00000235837	---	havana	1	1.01394	1.00869	1.01636	1.02236	1.03246	1.02413	1.00746	1.01057
10	26717635	26718779	1144	+	ENSG00000235843	lncRNA	ENSG00000235843	---	havana	1	1.05288	1.06003	1	1.02559	1	1.04377	1.02586	1.15673
2	84777259	84778224	965	-	ENSG00000235847	processed_pseudogene	ENSG00000235847	LDHAP7	havana	2	9.33216	5.86916	9.9283	10.5899	2.30481	3.19034	47.1732	60.8588
2	190880797	190882060	1263	-	ENSG00000235852	lncRNA	ENSG00000235852	---	havana	1	1.02401	1.08229	1.06157	1.04669	1	1.01999	1	1.02865
7	30371508	30372742	1234	+	ENSG00000235859	processed_pseudogene	ENSG00000235859	---	havana	5	2.3726	2.83639	1.39811	1.45066	3.92514	3.41453	2.17477	2.56919
6	33277123	33284833	7710	+	ENSG00000235863	protein_coding	ENSG00000235863	B3GALT4	ensembl_havana	4	1.00785	1.05789	1.01677	1.01139	1.09289	1.05196	1.04221	1.05581
9	121280768	121285531	4763	-	ENSG00000235865	lncRNA	ENSG00000235865	GSN-AS1	havana	2	1.22861	1.39648	1.07057	1.06145	1.21051	1.18924	1.01863	1.06023
13	90170866	90171800	934	+	ENSG00000235879	processed_pseudogene	ENSG00000235879	FAR1P1	havana	1	1.84334	1.47842	2.30113	2.44153	1.30672	1.21446	2.33038	1.72946
2	67086446	67311440	224994	+	ENSG00000235885	lncRNA	ENSG00000235885	LINC01828	havana	8	1.00054	1.00031	1.0031	1.00117	1.00013	1	1.00026	1.00048
21	38988569	39062895	74326	-	ENSG00000235888	lncRNA	ENSG00000235888	LINC02940	havana	5	1.01506	1.01524	1	1	1.00077	1	1.0008	1.00096
21	44506807	44516576	9769	+	ENSG00000235890	lncRNA	ENSG00000235890	TSPEAR-AS1	havana	2	1.03715	1.04218	1.00265	1	1.01173	1.00256	1.00606	1.00734
3	196318330	196325571	7241	+	ENSG00000235897	lncRNA	ENSG00000235897	TM4SF19-AS1	havana	1	1.17449	1.18738	1.05945	1.07804	1.00396	1.005	1.06891	1.0519
6	53616471	53707025	90554	+	ENSG00000235899	lncRNA	ENSG00000235899	LINC01564	havana_tagene	4	1.001	1.00379	1	1	1	1.00028	1	1
13	46052497	46161380	108883	+	ENSG00000235903	lncRNA	ENSG00000235903	CPB2-AS1	havana	11	1.0724	1.06246	1.0704	1.06009	1.00158	1.00186	1.00531	1.00902
3	29054570	29290727	236157	-	ENSG00000235904	lncRNA	ENSG00000235904	RBMS3-AS3	havana	3	1.00038	1	1.00328	1.0026	1	1.00053	1.00338	1.00456
1	33512008	33512744	736	-	ENSG00000235907	processed_pseudogene	ENSG00000235907	---	havana	2	1	1.0933	1	1.07954	1.15572	1.06804	1	1.04872
3	49365145	49367007	1862	-	ENSG00000235908	lncRNA	ENSG00000235908	RHOA-IT1	havana	1	1	1	1.11109	1.03144	1.03077	1.01345	1.01589	1
X	53825887	53826310	423	+	ENSG00000235916	processed_pseudogene	ENSG00000235916	MRPS18CP7	havana	1	1.35752	1.50537	1.30563	1.06919	1.7449	1.54933	1.06994	1.42386
1	155562026	155563945	1919	+	ENSG00000235919	lncRNA	ENSG00000235919	ASH1L-AS1	havana	5	1.67774	1.48309	1.39074	1.67111	1.32843	1.5219	1.26209	1.29898
1	77881348	77889540	8192	-	ENSG00000235927	lncRNA	ENSG00000235927	NEXN-AS1	havana	4	1.01477	1.00419	1.00631	1	1.01049	1.00917	1.04695	1.07004
7	5823207	5847744	24537	+	ENSG00000235944	transcribed_unprocessed_pseudogene	ENSG00000235944	ZNF815P	havana	11	1.00763	1.00832	1	1	1.08559	1.06017	1.01862	1.02739
7	116873454	116876377	2923	-	ENSG00000235945	processed_pseudogene	ENSG00000235945	---	havana	1	1.08278	1.16445	1.06191	1.15951	1.10095	1.04283	1.10121	1.0722
3	4749192	4751591	2399	-	ENSG00000235947	lncRNA	ENSG00000235947	EGOT	havana	1	1.08825	1.01431	1	1	1	1.03131	1.01233	1.01495
22	27919376	28008582	89206	+	ENSG00000235954	lncRNA	ENSG00000235954	TTC28-AS1	ensembl_havana	9	1.12454	1.14659	1.06151	1.07362	1.10223	1.10357	1.1334	1.17194
20	3106913	3150868	43955	+	ENSG00000235958	lncRNA	ENSG00000235958	UBOX5-AS1	havana	5	1	1.006	1	1	1	1.00194	1	1
2	95640181	95640605	424	-	ENSG00000235959	processed_pseudogene	ENSG00000235959	---	havana	1	1.28534	1.32391	1	1	1.54052	1.64957	7.31474	7.13153
X	153072454	153075020	2566	+	ENSG00000235961	protein_coding	ENSG00000235961	PNMA6A	ensembl_havana	6	1.0711	1.08655	1	1	1	1	1	1
22	30922308	30932450	10142	+	ENSG00000235989	lncRNA	ENSG00000235989	MORC2-AS1	havana	4	1.01193	1.02295	1.01059	1	1.02625	1.00821	1.05368	1.00533
6	139976352	140093725	117373	+	ENSG00000236013	lncRNA	ENSG00000236013	LINC02941	havana	8	1	1	1	1	1.00268	1.00256	1	1
7	39569376	39570199	823	-	ENSG00000236015	processed_pseudogene	ENSG00000236015	---	havana	1	1.55127	1.87652	1.34575	1.67572	2.42717	1.63888	1.68452	1.17428
X	1401769	1414029	12260	+	ENSG00000236017	lncRNA	ENSG00000236017	ASMTL-AS1	havana	8	1.00493	1.0182	1.00849	1.01552	1.00935	1.00511	1.00241	1.00439
7	157197600	157198512	912	-	ENSG00000236018	processed_pseudogene	ENSG00000236018	---	havana	2	1.45149	2.15305	1.83062	1.71967	1.5242	1.31106	1.51361	1.93023
1	203656969	203657761	792	-	ENSG00000236035	processed_pseudogene	ENSG00000236035	NSA2P1	havana	2	1.07638	1.21676	1.09794	1	1	1	1.11206	1.04528
7	17405479	17558910	153431	-	ENSG00000236039	lncRNA	ENSG00000236039	LINC02889	havana	3	1	1.00022	1.00051	1.00191	1.00037	1	1	1
7	12471352	12472546	1194	+	ENSG00000236048	processed_pseudogene	ENSG00000236048	SSBL5P	havana	2	3.90835	4.35038	3.42426	2.45194	4.49635	4.51986	2.66819	3.34098
13	77026767	77129718	102951	+	ENSG00000236051	lncRNA	ENSG00000236051	MYCBP2-AS1	havana	7	1.0077	1.01372	1.00402	1.00534	1.01294	1.01059	1.0023	1.00555
21	29222321	29223258	937	+	ENSG00000236056	processed_pseudogene	ENSG00000236056	GAPDHP14	havana	1	1.09684	1.03664	1	1.06247	1.09172	1	1.03157	1
10	118872054	118872603	549	-	ENSG00000236058	processed_pseudogene	ENSG00000236058	RPL17P36	havana	3	1.51134	1.83	1.83206	1.95352	3.18997	2.05931	1.84472	1.67076
X	107857364	107936257	78893	-	ENSG00000236064	lncRNA	ENSG00000236064	---	havana_tagene	3	1.00192	1.00435	1.00066	1	1.00109	1.00159	1.00338	1.00091
1	32987075	33032470	45395	+	ENSG00000236065	lncRNA	ENSG00000236065	---	havana	2	1.00291	1.01247	1.00415	1.00251	1	1.00712	1.00242	1.01495
17	13755574	14069496	313922	-	ENSG00000236088	lncRNA	ENSG00000236088	COX10-DT	havana	12	1.10057	1.10787	1.03805	1.04194	1.04223	1.0368	1.03305	1.05466
2	41819747	41820755	1008	+	ENSG00000236090	processed_pseudogene	ENSG00000236090	LDHAP3	havana	2	1.12181	1.289	1.52006	1.82043	1.602	1.52589	1.76582	2.23324
9	94900429	94904755	4326	+	ENSG00000236095	lncRNA	ENSG00000236095	---	havana	1	1.01398	1.05556	1.01195	1.01353	1.01987	1	1.02052	1.01658
6	33314406	33317943	3537	-	ENSG00000236104	protein_coding	ENSG00000236104	ZBTB22	ensembl_havana	3	2.75303	2.93176	3.58783	3.78874	4.34508	4.75182	4.5298	4.99446
7	127295620	127296204	584	+	ENSG00000236105	processed_pseudogene	ENSG00000236105	PRELID3BP10	havana	1	1.68504	1.47697	1.62915	1.86754	1.19777	1.26019	2.13812	1.31083
2	165957188	166390772	433584	+	ENSG00000236107	lncRNA	ENSG00000236107	SCN1A-AS1	havana	10	1	1	1.0003	1.00027	1	1	1.00023	1.00092
9	97699625	97853081	153456	-	ENSG00000236130	lncRNA	ENSG00000236130	PTCSC2	havana	2	1	1.00201	1	1	1	1	1.00039	1
1	117025482	117059491	34009	-	ENSG00000236137	lncRNA	ENSG00000236137	CD101-AS1	havana	1	1.0143	1.01235	1	1.00288	1.01334	1.00992	1.00435	1.00527
19	35540738	35546030	5292	-	ENSG00000236144	lncRNA	ENSG00000236144	TMEM147-AS1	havana	9	2.12023	2.21327	1.87947	2.23338	1.66044	1.73808	1.32425	1.4811
3	188989382	188990136	754	-	ENSG00000236182	processed_pseudogene	ENSG00000236182	ENOPH1P1	havana	1	2.72492	1.68305	1.58297	1.93165	2.06384	1.83018	1.6278	1.76093
9	32979560	32980404	844	-	ENSG00000236184	processed_pseudogene	ENSG00000236184	TCEA1P4	havana	1	1.52333	1.78873	1.48836	1.30972	1.61187	1.36213	1.24537	1.38238
17	42270517	42272684	2167	-	ENSG00000236194	lncRNA	ENSG00000236194	---	havana	3	1.0977	1.11091	1	1.01351	1.18508	1.06933	1.15018	1.08274
7	95035731	95214339	178608	-	ENSG00000236197	lncRNA	ENSG00000236197	PPP1R9A-AS1	havana	5	1	1	1.00029	1	1.0008	1.0007	1.0005	1.0006
1	43685123	43708139	23016	-	ENSG00000236200	lncRNA	ENSG00000236200	KDM4A-AS1	havana	7	1.05821	1.0791	1.03033	1.03471	1.06721	1.07289	1.06662	1.09734
2	18986451	19348068	361617	-	ENSG00000236204	lncRNA	ENSG00000236204	LINC01376	havana	7	1.00075	1.00038	1.0005	1.00227	1.00008	1.00048	1.00057	1.00188
2	37562486	37646699	84213	+	ENSG00000236213	lncRNA	ENSG00000236213	CDC42EP3-AS1	havana	4	1.00144	1.00082	1.00184	1.00174	1.00068	1.00059	1.00211	1.00128
3	193155456	193157209	1753	-	ENSG00000236229	processed_pseudogene	ENSG00000236229	VEZF1P1	havana	1	1	1.03917	1.08854	1.10023	1.01637	1.01457	1.01688	1.06143
3	175675087	175676802	1715	-	ENSG00000236241	processed_pseudogene	ENSG00000236241	DDX5P1	havana	1	1	1	1	1	1.13363	1.16059	1	1
2	117833937	117841659	7722	+	ENSG00000236255	lncRNA	ENSG00000236255	---	havana	2	1.18018	1.28457	1.15738	1.06444	1.01484	1.01297	1.09961	1.18575
X	97431286	97642590	211304	-	ENSG00000236256	lncRNA	ENSG00000236256	DIAPH2-AS1	ensembl_havana	9	1.00029	1.00066	1.00173	1.00111	1	1	1.00056	1
1	158454198	158455274	1076	+	ENSG00000236257	processed_pseudogene	ENSG00000236257	EI24P2	havana	1	5.07358	4.80813	3.23908	2.99675	2.95373	3.79151	2.16028	2.33815
11	2335135	2347686	12551	-	ENSG00000236264	transcribed_processed_pseudogene	ENSG00000236264	RPL26P30	ensembl_havana	5	1.02125	1	1.01688	1.01757	1.00575	1.01251	1.00868	1.00385
1	7810242	7827343	17101	-	ENSG00000236266	lncRNA	ENSG00000236266	---	havana	1	1.01061	1.01011	1	1	1.00169	1.00589	1.01038	1.01468
2	164840661	165208262	367601	+	ENSG00000236283	lncRNA	ENSG00000236283	---	havana	5	1.00033	1.00056	1	1	1.00008	1.0002	1.00016	1
11	10812074	10858797	46723	-	ENSG00000236287	protein_coding	ENSG00000236287	ZBED5	ensembl_havana	8	2.80254	2.81703	2.45024	2.36298	4.13839	4.02988	2.54375	3.0022
4	143559472	143561461	1989	+	ENSG00000236296	transcribed_processed_pseudogene	ENSG00000236296	GUSBP5	havana	8	6.99458	5.91975	1	1.01472	1	1.01259	1	1
2	111887914	111888742	828	+	ENSG00000236307	processed_pseudogene	ENSG00000236307	EEF1E1P1	havana	2	1.07306	1.29027	1	1.0708	1.27696	1.06051	1.10719	1.08662
10	100190036	100190748	712	+	ENSG00000236308	lncRNA	ENSG00000236308	---	havana	1	1.38233	1.28934	1.61736	1.20554	2.04613	1.84398	1.66483	1.95691
19	22368599	22368953	354	-	ENSG00000236312	processed_pseudogene	ENSG00000236312	RPL34P34	havana	3	1.36321	1.10283	1.67969	1.67195	1	1.27759	1.50575	1.71983
17	35543985	35560820	16835	-	ENSG00000236320	protein_coding	ENSG00000236320	SLFN14	ensembl_havana	4	1.00898	1.02243	1	1	1	1	1	1.00426
6	157885114	157892787	7673	-	ENSG00000236324	lncRNA	ENSG00000236324	SNX9-AS1	havana	1	1	1.00895	1.01348	1.01526	1.00747	1.01305	1.00771	1.01402
2	110967834	110968720	886	+	ENSG00000236330	processed_pseudogene	ENSG00000236330	RPL5P9	havana	1	1.06828	1.27187	1.26265	1.0506	1.38846	1.23389	1.26054	1.10112
12	72249964	72276955	26991	-	ENSG00000236333	lncRNA	ENSG00000236333	TRHDE-AS1	havana	4	1.21163	1.26954	1.20125	1.22969	1.0343	1.01577	1.01754	1.03587
X	147946941	147947584	643	+	ENSG00000236337	lncRNA	ENSG00000236337	FMR1-IT1	havana	1	1	1.21359	1	1.04552	1.13366	1.11682	1	1.05577
6	63805797	63822700	16903	+	ENSG00000236345	lncRNA	ENSG00000236345	SCAT8	havana	3	1.00179	1	1.16521	1.16277	1.00169	1.00741	1.007	1.00636
12	94548241	94549537	1296	+	ENSG00000236349	processed_pseudogene	ENSG00000236349	SUCLG2P2	havana	1	2.81322	2.34595	2.62576	2.64594	2.0759	2.02266	2.5718	2.96325
1	52993201	52993703	502	-	ENSG00000236360	processed_pseudogene	ENSG00000236360	RRAS2P1	havana	2	17.7949	14.1981	11.9566	8.39547	5.49846	4.58537	11.4127	10.7766
1	165889725	165900996	11271	-	ENSG00000236364	lncRNA	ENSG00000236364	---	havana	4	1.2177	1.26217	1.19044	1.16089	1.20252	1.23565	1.09908	1.13449
17	32876726	32906612	29886	+	ENSG00000236377	lncRNA	ENSG00000236377	---	havana	2	1.02328	1.01264	1	1	1.0115	1.00588	1	1
17	43216941	43305398	88457	-	ENSG00000236383	protein_coding	ENSG00000236383	CCDC200	havana	9	1.00034	1.00155	1	1.00033	1	1	1.00201	1.00284
21	41711520	41715776	4256	-	ENSG00000236384	lncRNA	ENSG00000236384	LINC00479	havana	7	1.06396	1.08874	1.00608	1.02063	1.04039	1.02353	1	1
20	34441592	34442026	434	-	ENSG00000236388	lncRNA	ENSG00000236388	ITCH-AS1	havana	1	1.13938	1.23734	1	1	1.06601	1.05769	1.20451	1
X	40262917	40299062	36145	+	ENSG00000236393	lncRNA	ENSG00000236393	---	havana	2	1	1	1.01502	1.01862	1.00079	1	1.07285	1.10318
2	113599036	113601262	2226	-	ENSG00000236397	unprocessed_pseudogene	ENSG00000236397	DDX11L2	havana	3	1.06316	1.37678	1.01162	1.0666	1.03364	1.04059	1.05324	1.02427
9	2421597	2622458	200861	-	ENSG00000236404	lncRNA	ENSG00000236404	VLDLR-AS1	ensembl_havana	12	1	1	1.00438	1.00481	1.00799	1.0081	1.00133	1.00196
3	47010824	47013466	2642	+	ENSG00000236409	transcribed_unitary_pseudogene	ENSG00000236409	NRADDP	havana	2	1.0229	1	1	1	1.02169	1.00948	1.03359	1.02715
10	8619933	8620609	676	+	ENSG00000236420	processed_pseudogene	ENSG00000236420	CHCHD3P1	havana	1	1.08949	1.20316	1.03825	1.12989	1.12714	1.14815	1	1.10609
1	3900347	3917226	16879	+	ENSG00000236423	lncRNA	ENSG00000236423	LINC01134	havana	8	1.00717	1.0061	1.00153	1.00347	1	1.00742	1.01052	1.01275
1	203872574	203874188	1614	-	ENSG00000236430	processed_pseudogene	ENSG00000236430	KRT8P29	havana	1	1	1.12764	1	1.09067	1.05325	1.07757	1	1.02222
2	95536117	95536496	379	-	ENSG00000236431	processed_pseudogene	ENSG00000236431	---	havana	1	1.15961	1.54356	1	1	2.66293	2.25521	1.23418	1.37846
